,Fatalities,Confirmed Cases
6845,5.0,37.0
6846,5.0,48.0
6847,5.0,50.0
6848,6.0,59.0
6849,6.0,59.0
6850,6.0,59.0
6851,6.0,59.0
6852,7.0,76.0
6853,7.0,76.0
6854,8.0,91.0
6855,8.0,99.0
6856,8.0,101.0
6857,8.0,101.0
6858,8.0,101.0
6859,8.0,117.0
6860,11.0,120.0
6861,12.0,124.0
6862,12.0,124.0
6863,16.0,141.0
6864,16.0,141.0
6865,16.0,141.0
6866,18.0,152.0
6867,18.0,154.0
6868,18.0,158.0
6869,18.0,166.0
6870,20.0,170.0
6871,20.0,178.0
6872,20.0,189.0
6873,20.0,199.0
6874,20.0,199.0
6875,20.0,199.0
6876,20.0,211.0
6877,20.0,211.0
6878,20.0,213.0
6879,20.0,215.0
6880,1.0,11.0
6881,1.0,11.0
6882,1.0,18.0
6883,1.0,18.0
6884,1.0,19.0
6885,1.0,20.0
6886,1.0,21.0
6887,1.0,24.0
6888,1.0,24.0
6889,1.0,24.0
6890,1.0,25.0
6891,1.0,26.0
6892,1.0,35.0
6893,1.0,48.0
6894,1.0,49.0
6895,1.0,49.0
6896,1.0,49.0
6897,1.0,51.0
6898,1.0,51.0
6899,1.0,51.0
6900,1.0,59.0
6901,2.0,60.0
6902,2.0,61.0
6903,2.0,61.0
6904,2.0,61.0
6905,2.0,61.0
6906,2.0,61.0
6907,2.0,61.0
6908,3.0,61.0
6909,3.0,63.0
6910,3.0,63.0
6911,3.0,63.0
6912,3.0,63.0
6913,3.0,63.0
6914,3.0,64.0
6915,3.0,64.0
6916,3.0,64.0
6917,3.0,64.0
6918,3.0,64.0
6919,3.0,64.0
6920,3.0,64.0
6921,3.0,64.0
6922,3.0,64.0
6923,-0.0,75.0
6924,0.0,75.0
6925,1.0,77.0
6926,1.0,77.0
6927,1.0,77.0
6928,1.0,78.0
6929,1.0,78.0
6930,1.0,78.0
6931,1.0,79.0
6932,1.0,79.0
6933,1.0,79.0
6934,1.0,79.0
6935,1.0,79.0
6936,1.0,79.0
6937,1.0,79.0
6938,1.0,79.0
6939,1.0,79.0
6940,1.0,81.0
6941,1.0,81.0
6942,1.0,81.0
6943,1.0,81.0
6944,1.0,81.0
6945,1.0,81.0
6946,1.0,81.0
6947,1.0,82.0
6948,1.0,82.0
6949,1.0,82.0
6950,1.0,82.0
6951,1.0,82.0
6952,1.0,82.0
6953,1.0,82.0
6954,1.0,82.0
6955,1.0,82.0
6956,1.0,82.0
6957,1.0,82.0
6958,1.0,82.0
6959,1.0,82.0
6960,1.0,82.0
6961,1.0,82.0
6962,1.0,82.0
6963,1.0,82.0
6964,1.0,82.0
6965,1.0,82.0
6966,9.0,649.0
6967,9.0,696.0
6968,11.0,771.0
6969,13.0,811.0
6970,15.0,843.0
6971,15.0,880.0
6972,15.0,912.0
6973,16.0,955.0
6974,22.0,999.0
6975,23.0,1026.0
6976,23.0,1053.0
6977,24.0,1062.0
6978,29.0,1070.0
6979,30.0,1091.0
6980,32.0,1128.0
6981,33.0,1149.0
6982,33.0,1239.0
6983,35.0,1298.0
6984,37.0,1326.0
6985,38.0,1350.0
6986,38.0,1370.0
6987,40.0,1398.0
6988,40.0,1410.0
6989,41.0,1426.0
6990,41.0,1438.0
6991,41.0,1449.0
6992,44.0,1344.0
6993,45.0,1375.0
6994,45.0,1385.0
6995,45.0,1399.0
6996,46.0,1406.0
6997,46.0,1410.0
6998,46.0,1419.0
6999,46.0,1423.0
7000,48.0,1428.0
7001,49.0,1433.0
7002,49.0,1436.0
7003,49.0,1444.0
7004,50.0,1479.0
7005,50.0,1485.0
7006,50.0,1491.0
7007,54.0,1505.0
7008,54.0,1511.0
7009,30.0,2487.0
7010,31.0,2612.0
7011,31.0,2729.0
7012,36.0,2804.0
7013,41.0,2843.0
7014,44.0,2970.0
7015,46.0,3034.0
7016,52.0,3115.0
7017,54.0,3223.0
7018,62.0,3270.0
7019,66.0,3281.0
7020,69.0,3292.0
7021,67.0,3307.0
7022,69.0,3373.0
7023,69.0,3444.0
7024,72.0,3480.0
7025,72.0,3537.0
7026,73.0,3550.0
7027,75.0,3558.0
7028,78.0,3618.0
7029,80.0,3654.0
7030,83.0,3665.0
7031,85.0,3695.0
7032,85.0,3711.0
7033,88.0,3723.0
7034,88.0,3729.0
7035,89.0,3741.0
7036,89.0,3769.0
7037,90.0,3784.0
7038,92.0,3802.0
7039,92.0,3812.0
7040,96.0,3824.0
7041,96.0,3828.0
7042,96.0,3840.0
7043,98.0,3851.0
7044,100.0,3859.0
7045,100.0,3871.0
7046,101.0,3877.0
7047,101.0,3886.0
7048,101.0,3888.0
7049,102.0,3894.0
7050,103.0,3904.0
7051,103.0,3915.0
7052,2.0,9.0
7053,2.0,9.0
7054,2.0,9.0
7055,2.0,9.0
7056,2.0,9.0
7057,2.0,9.0
7058,2.0,9.0
7059,2.0,9.0
7060,2.0,9.0
7061,2.0,9.0
7062,2.0,9.0
7063,2.0,9.0
7064,2.0,9.0
7065,2.0,9.0
7066,2.0,9.0
7067,2.0,9.0
7068,2.0,9.0
7069,2.0,9.0
7070,2.0,9.0
7071,2.0,9.0
7072,2.0,9.0
7073,2.0,9.0
7074,2.0,9.0
7075,2.0,9.0
7076,2.0,9.0
7077,2.0,9.0
7078,2.0,9.0
7079,2.0,9.0
7080,2.0,9.0
7081,2.0,9.0
7082,2.0,9.0
7083,2.0,9.0
7084,2.0,9.0
7085,2.0,9.0
7086,2.0,9.0
7087,2.0,9.0
7088,2.0,9.0
7089,2.0,9.0
7090,2.0,9.0
7091,2.0,9.0
7092,2.0,9.0
7093,2.0,9.0
7094,2.0,9.0
7095,0.0,59.0
7096,0.0,70.0
7097,-0.0,70.0
7098,-0.0,72.0
7099,-0.0,82.0
7100,0.0,88.0
7101,-0.0,93.0
7102,0.0,93.0
7103,-0.0,93.0
7104,-0.0,102.0
7105,0.0,106.0
7106,0.0,106.0
7107,-0.0,108.0
7108,0.0,110.0
7109,-0.0,111.0
7110,-0.0,117.0
7111,0.0,120.0
7112,-0.0,121.0
7113,0.0,121.0
7114,0.0,121.0
7115,0.0,121.0
7116,0.0,121.0
7117,-0.0,122.0
7118,0.0,123.0
7119,0.0,124.0
7120,0.0,128.0
7121,-0.0,128.0
7122,-0.0,128.0
7123,-0.0,128.0
7124,-0.0,132.0
7125,-0.0,135.0
7126,0.0,149.0
7127,0.0,149.0
7128,-0.0,151.0
7129,0.0,158.0
7130,0.0,193.0
7131,0.0,193.0
7132,-0.0,193.0
7133,-0.0,193.0
7134,0.0,186.0
7135,-0.0,186.0
7136,0.0,212.0
7137,-0.0,230.0
7138,-0.0,3.0
7139,-0.0,3.0
7140,0.0,4.0
7141,0.0,4.0
7142,0.0,5.0
7143,1.0,8.0
7144,1.0,8.0
7145,1.0,8.0
7146,1.0,9.0
7147,2.0,12.0
7148,2.0,13.0
7149,2.0,16.0
7150,2.0,16.0
7151,2.0,16.0
7152,2.0,16.0
7153,2.0,17.0
7154,2.0,17.0
7155,2.0,17.0
7156,2.0,17.0
7157,2.0,18.0
7158,3.0,23.0
7159,3.0,33.0
7160,3.0,33.0
7161,3.0,33.0
7162,3.0,34.0
7163,3.0,36.0
7164,3.0,36.0
7165,3.0,36.0
7166,3.0,37.0
7167,3.0,37.0
7168,3.0,38.0
7169,3.0,39.0
7170,3.0,41.0
7171,3.0,41.0
7172,3.0,43.0
7173,3.0,43.0
7174,3.0,43.0
7175,3.0,56.0
7176,3.0,56.0
7177,3.0,57.0
7178,3.0,57.0
7179,3.0,63.0
7180,3.0,63.0
7181,50.0,3116.0
7182,53.0,3333.0
7183,57.0,3483.0
7184,61.0,3662.0
7185,62.0,3793.0
7186,63.0,3963.0
7187,65.0,4119.0
7188,67.0,4228.0
7189,70.0,4346.0
7190,73.0,4530.0
7191,76.0,4683.0
7192,77.0,4817.0
7193,82.0,4987.0
7194,83.0,5072.0
7195,84.0,5182.0
7196,86.0,5251.0
7197,88.0,5305.0
7198,89.0,5389.0
7199,89.0,5425.0
7200,92.0,5482.0
7201,93.0,5532.0
7202,95.0,5603.0
7203,96.0,5691.0
7204,98.0,5742.0
7205,98.0,5780.0
7206,99.0,5820.0
7207,100.0,5851.0
7208,100.0,5945.0
7209,102.0,6002.0
7210,103.0,6071.0
7211,103.0,6176.0
7212,105.0,6298.0
7213,105.0,6353.0
7214,106.0,6383.0
7215,107.0,6428.0
7216,107.0,6467.0
7217,107.0,6535.0
7218,108.0,6589.0
7219,108.0,6656.0
7220,109.0,6726.0
7221,109.0,6742.0
7222,111.0,6779.0
7223,112.0,6819.0
7224,0.0,19.0
7225,0.0,19.0
7226,0.0,19.0
7227,-0.0,19.0
7228,-0.0,19.0
7229,0.0,19.0
7230,0.0,19.0
7231,0.0,19.0
7232,-0.0,19.0
7233,-0.0,19.0
7234,-0.0,20.0
7235,-0.0,20.0
7236,0.0,20.0
7237,-0.0,22.0
7238,0.0,25.0
7239,-0.0,28.0
7240,0.0,35.0
7241,0.0,52.0
7242,0.0,69.0
7243,-0.0,83.0
7244,0.0,86.0
7245,-0.0,108.0
7246,0.0,129.0
7247,0.0,177.0
7248,-0.0,214.0
7249,0.0,226.0
7250,-0.0,250.0
7251,1.0,278.0
7252,1.0,468.0
7253,1.0,491.0
7254,1.0,519.0
7255,1.0,527.0
7256,1.0,541.0
7257,2.0,573.0
7258,2.0,617.0
7259,3.0,648.0
7260,3.0,744.0
7261,3.0,790.0
7262,3.0,835.0
7263,3.0,897.0
7264,3.0,904.0
7265,4.0,955.0
7266,4.0,982.0
7267,3.0,36.0
7268,3.0,39.0
7269,3.0,41.0
7270,5.0,45.0
7271,5.0,47.0
7272,5.0,56.0
7273,7.0,59.0
7274,7.0,74.0
7275,7.0,87.0
7276,7.0,87.0
7277,9.0,105.0
7278,10.0,123.0
7279,13.0,144.0
7280,13.0,148.0
7281,13.0,171.0
7282,13.0,171.0
7283,13.0,216.0
7284,14.0,224.0
7285,14.0,246.0
7286,14.0,258.0
7287,17.0,293.0
7288,21.0,309.0
7289,21.0,325.0
7290,21.0,370.0
7291,23.0,389.0
7292,23.0,408.0
7293,24.0,424.0
7294,25.0,482.0
7295,26.0,490.0
7296,26.0,508.0
7297,26.0,544.0
7298,27.0,563.0
7299,29.0,580.0
7300,32.0,612.0
7301,32.0,631.0
7302,32.0,650.0
7303,35.0,668.0
7304,37.0,692.0
7305,38.0,704.0
7306,39.0,712.0
7307,40.0,730.0
7308,44.0,758.0
7309,46.0,779.0
7310,0.0,196.0
7311,-0.0,202.0
7312,0.0,213.0
7313,0.0,227.0
7314,-0.0,241.0
7315,0.0,293.0
7316,1.0,299.0
7317,2.0,337.0
7318,2.0,350.0
7319,3.0,370.0
7320,3.0,378.0
7321,3.0,384.0
7322,3.0,393.0
7323,3.0,399.0
7324,3.0,412.0
7325,3.0,422.0
7326,3.0,426.0
7327,3.0,427.0
7328,3.0,431.0
7329,3.0,443.0
7330,3.0,444.0
7331,3.0,445.0
7332,3.0,447.0
7333,4.0,448.0
7334,4.0,448.0
7335,4.0,450.0
7336,4.0,458.0
7337,4.0,463.0
7338,4.0,465.0
7339,4.0,467.0
7340,4.0,468.0
7341,4.0,477.0
7342,4.0,480.0
7343,5.0,482.0
7344,5.0,484.0
7345,5.0,486.0
7346,5.0,489.0
7347,5.0,490.0
7348,5.0,496.0
7349,5.0,503.0
7350,5.0,506.0
7351,6.0,508.0
7352,6.0,522.0
7353,1.0,6.0
7354,1.0,6.0
7355,1.0,6.0
7356,1.0,6.0
7357,1.0,6.0
7358,1.0,6.0
7359,1.0,6.0
7360,1.0,7.0
7361,1.0,7.0
7362,1.0,7.0
7363,1.0,7.0
7364,1.0,7.0
7365,1.0,7.0
7366,1.0,7.0
7367,1.0,7.0
7368,1.0,7.0
7369,1.0,7.0
7370,1.0,7.0
7371,1.0,7.0
7372,1.0,7.0
7373,1.0,7.0
7374,1.0,7.0
7375,1.0,7.0
7376,1.0,7.0
7377,1.0,7.0
7378,1.0,7.0
7379,1.0,7.0
7380,1.0,8.0
7381,1.0,8.0
7382,1.0,8.0
7383,1.0,8.0
7384,1.0,8.0
7385,1.0,8.0
7386,1.0,8.0
7387,1.0,8.0
7388,1.0,8.0
7389,1.0,8.0
7390,1.0,8.0
7391,1.0,8.0
7392,1.0,8.0
7393,1.0,9.0
7394,2.0,15.0
7395,2.0,20.0
7396,7.0,169.0
7397,7.0,186.0
7398,7.0,196.0
7399,7.0,227.0
7400,7.0,244.0
7401,7.0,268.0
7402,7.0,273.0
7403,7.0,314.0
7404,9.0,318.0
7405,9.0,319.0
7406,9.0,324.0
7407,9.0,324.0
7408,9.0,324.0
7409,9.0,324.0
7410,9.0,324.0
7411,9.0,324.0
7412,9.0,325.0
7413,9.0,328.0
7414,9.0,328.0
7415,9.0,328.0
7416,9.0,329.0
7417,9.0,331.0
7418,9.0,331.0
7419,9.0,331.0
7420,9.0,332.0
7421,10.0,334.0
7422,10.0,334.0
7423,10.0,332.0
7424,10.0,332.0
7425,10.0,332.0
7426,10.0,332.0
7427,10.0,332.0
7428,10.0,332.0
7429,10.0,332.0
7430,10.0,332.0
7431,10.0,332.0
7432,10.0,332.0
7433,10.0,332.0
7434,10.0,332.0
7435,10.0,332.0
7436,10.0,332.0
7437,10.0,332.0
7438,10.0,332.0
7439,50.0,1510.0
7440,60.0,1688.0
7441,79.0,1890.0
7442,94.0,2143.0
7443,125.0,2439.0
7444,141.0,2785.0
7445,174.0,3181.0
7446,194.0,3441.0
7447,233.0,3844.0
7448,273.0,4219.0
7449,296.0,4661.0
7450,332.0,5014.0
7451,406.0,5399.0
7452,449.0,5847.0
7453,486.0,6297.0
7454,546.0,6875.0
7455,650.0,7497.0
7456,686.0,8261.0
7457,712.0,8772.0
7458,857.0,9501.0
7459,970.0,10544.0
7460,1069.0,11633.0
7461,1221.0,12872.0
7462,1305.0,13842.0
7463,1351.0,14677.0
7464,1434.0,15529.0
7465,1569.0,16752.0
7466,1732.0,17799.0
7467,1859.0,19224.0
7468,1972.0,20739.0
7469,2061.0,22088.0
7470,2154.0,23471.0
7471,2271.0,24905.0
7472,2507.0,26025.0
7473,2704.0,27634.0
7474,2961.0,29616.0
7475,3160.0,31522.0
7476,3353.0,33460.0
7477,3465.0,35022.0
7478,3573.0,36327.0
7479,3926.0,38324.0
7480,4220.0,40186.0
7481,4477.0,42595.0
7482,6.0,505.0
7483,8.0,591.0
7484,12.0,752.0
7485,15.0,864.0
7486,19.0,965.0
7487,22.0,1056.0
7488,27.0,1174.0
7489,29.0,1289.0
7490,29.0,1438.0
7491,30.0,1560.0
7492,31.0,1662.0
7493,35.0,1712.0
7494,40.0,1934.0
7495,46.0,2049.0
7496,54.0,2154.0
7497,56.0,2264.0
7498,57.0,2378.0
7499,67.0,2472.0
7500,70.0,2548.0
7501,72.0,2614.0
7502,75.0,2778.0
7503,80.0,2926.0
7504,84.0,3110.0
7505,94.0,3304.0
7506,96.0,3408.0
7507,102.0,3481.0
7508,103.0,3638.0
7509,111.0,3771.0
7510,116.0,3897.0
7511,122.0,3980.0
7512,124.0,4052.0
7513,125.0,4121.0
7514,132.0,4248.0
7515,136.0,4363.0
7516,143.0,4476.0
7517,145.0,4605.0
7518,150.0,4728.0
7519,161.0,4867.0
7520,169.0,4927.0
7521,175.0,4995.0
7522,182.0,5154.0
7523,185.0,5406.0
7524,194.0,5553.0
7525,1.0,60.0
7526,1.0,64.0
7527,1.0,66.0
7528,1.0,73.0
7529,1.0,77.0
7530,1.0,79.0
7531,1.0,81.0
7532,1.0,84.0
7533,1.0,90.0
7534,1.0,92.0
7535,1.0,93.0
7536,1.0,93.0
7537,1.0,93.0
7538,3.0,93.0
7539,3.0,93.0
7540,3.0,94.0
7541,3.0,94.0
7542,3.0,94.0
7543,3.0,94.0
7544,3.0,94.0
7545,3.0,94.0
7546,4.0,94.0
7547,4.0,94.0
7548,4.0,94.0
7549,4.0,94.0
7550,4.0,95.0
7551,4.0,95.0
7552,4.0,95.0
7553,4.0,95.0
7554,4.0,95.0
7555,4.0,95.0
7556,4.0,95.0
7557,4.0,95.0
7558,4.0,95.0
7559,4.0,95.0
7560,4.0,95.0
7561,4.0,95.0
7562,4.0,96.0
7563,4.0,96.0
7564,4.0,96.0
7565,4.0,96.0
7566,4.0,96.0
7567,4.0,96.0
7568,-0.0,14.0
7569,-0.0,14.0
7570,-0.0,14.0
7571,0.0,14.0
7572,0.0,15.0
7573,0.0,15.0
7574,0.0,16.0
7575,-0.0,16.0
7576,-0.0,16.0
7577,-0.0,16.0
7578,0.0,16.0
7579,-0.0,17.0
7580,0.0,30.0
7581,0.0,30.0
7582,0.0,31.0
7583,-0.0,31.0
7584,0.0,31.0
7585,-0.0,32.0
7586,-0.0,33.0
7587,0.0,34.0
7588,-0.0,35.0
7589,0.0,36.0
7590,-0.0,37.0
7591,0.0,37.0
7592,0.0,38.0
7593,-0.0,38.0
7594,-0.0,38.0
7595,-0.0,38.0
7596,0.0,38.0
7597,-0.0,38.0
7598,-0.0,39.0
7599,0.0,39.0
7600,-0.0,40.0
7601,-0.0,41.0
7602,0.0,41.0
7603,-0.0,41.0
7604,0.0,42.0
7605,-0.0,42.0
7606,0.0,42.0
7607,-0.0,42.0
7608,-0.0,42.0
7609,0.0,42.0
7610,0.0,98.0
7611,2.0,144.0
7612,2.0,174.0
7613,2.0,201.0
7614,2.0,214.0
7615,2.0,233.0
7616,2.0,241.0
7617,2.0,248.0
7618,2.0,252.0
7619,2.0,255.0
7620,2.0,263.0
7621,3.0,272.0
7622,3.0,274.0
7623,4.0,283.0
7624,4.0,288.0
7625,4.0,303.0
7626,5.0,303.0
7627,5.0,307.0
7628,5.0,308.0
7629,5.0,312.0
7630,5.0,313.0
7631,5.0,315.0
7632,5.0,316.0
7633,6.0,319.0
7634,6.0,320.0
7635,7.0,321.0
7636,7.0,321.0
7637,7.0,321.0
7638,7.0,322.0
7639,7.0,322.0
7640,7.0,322.0
7641,8.0,322.0
7642,8.0,322.0
7643,8.0,323.0
7644,8.0,324.0
7645,8.0,324.0
7646,8.0,324.0
7647,8.0,324.0
7648,8.0,324.0
7649,9.0,324.0
7650,9.0,324.0
7651,9.0,324.0
7652,9.0,324.0
7653,9.0,324.0
7654,44.0,708.0
7655,48.0,791.0
7656,59.0,919.0
7657,70.0,1021.0
7658,80.0,1120.0
7659,90.0,1184.0
7660,93.0,1275.0
7661,97.0,1374.0
7662,107.0,1448.0
7663,111.0,1545.0
7664,118.0,1661.0
7665,126.0,1763.0
7666,126.0,1888.0
7667,127.0,2024.0
7668,130.0,2283.0
7669,135.0,2564.0
7670,137.0,2685.0
7671,141.0,2855.0
7672,143.0,3046.0
7673,145.0,3209.0
7674,149.0,3446.0
7675,155.0,3568.0
7676,158.0,3758.0
7677,159.0,3897.0
7678,161.0,4065.0
7679,162.0,4120.0
7680,165.0,4252.0
7681,168.0,4321.0
7682,170.0,4423.0
7683,171.0,4569.0
7684,173.0,4729.0
7685,174.0,4903.0
7686,179.0,5053.0
7687,181.0,5219.0
7688,183.0,5408.0
7689,183.0,5548.0
7690,186.0,5711.0
7691,186.0,5910.0
7692,188.0,6063.0
7693,188.0,6281.0
7694,188.0,6418.0
7695,188.0,6512.0
7696,190.0,6607.0
7697,-0.0,10.0
7698,0.0,10.0
7699,0.0,10.0
7700,-0.0,10.0
7701,-0.0,10.0
7702,-0.0,10.0
7703,0.0,17.0
7704,0.0,17.0
7705,-0.0,20.0
7706,-0.0,20.0
7707,0.0,21.0
7708,0.0,21.0
7709,0.0,28.0
7710,-0.0,29.0
7711,-0.0,31.0
7712,0.0,34.0
7713,-0.0,35.0
7714,0.0,39.0
7715,-0.0,39.0
7716,0.0,39.0
7717,0.0,41.0
7718,-0.0,46.0
7719,-0.0,65.0
7720,0.0,70.0
7721,-0.0,76.0
7722,-0.0,76.0
7723,-0.0,76.0
7724,0.0,76.0
7725,0.0,76.0
7726,-0.0,79.0
7727,-0.0,79.0
7728,0.0,80.0
7729,-0.0,80.0
7730,-0.0,81.0
7731,0.0,81.0
7732,-0.0,81.0
7733,0.0,82.0
7734,-0.0,87.0
7735,-0.0,91.0
7736,0.0,103.0
7737,-0.0,104.0
7738,0.0,104.0
7739,0.0,115.0
7740,-0.0,14.0
7741,0.0,14.0
7742,0.0,14.0
7743,0.0,16.0
7744,0.0,16.0
7745,0.0,16.0
7746,-0.0,16.0
7747,-0.0,16.0
7748,0.0,16.0
7749,0.0,16.0
7750,-0.0,16.0
7751,-0.0,16.0
7752,-0.0,16.0
7753,0.0,16.0
7754,-0.0,16.0
7755,0.0,16.0
7756,0.0,16.0
7757,-0.0,16.0
7758,-0.0,16.0
7759,0.0,16.0
7760,0.0,16.0
7761,0.0,16.0
7762,-0.0,16.0
7763,-0.0,16.0
7764,0.0,16.0
7765,-0.0,16.0
7766,-0.0,16.0
7767,0.0,16.0
7768,0.0,16.0
7769,0.0,16.0
7770,-0.0,16.0
7771,0.0,16.0
7772,-0.0,16.0
7773,-0.0,16.0
7774,-0.0,16.0
7775,0.0,16.0
7776,0.0,16.0
7777,0.0,16.0
7778,0.0,16.0
7779,-0.0,16.0
7780,0.0,16.0
7781,-0.0,16.0
7782,0.0,16.0
7783,-0.0,6.0
7784,-0.0,6.0
7785,-0.0,9.0
7786,0.0,9.0
7787,0.0,9.0
7788,0.0,9.0
7789,-0.0,9.0
7790,-0.0,9.0
7791,-0.0,9.0
7792,0.0,9.0
7793,0.0,12.0
7794,0.0,14.0
7795,-0.0,16.0
7796,0.0,16.0
7797,0.0,16.0
7798,0.0,30.0
7799,-0.0,31.0
7800,-0.0,31.0
7801,0.0,31.0
7802,0.0,43.0
7803,0.0,45.0
7804,0.0,48.0
7805,-0.0,49.0
7806,0.0,49.0
7807,-0.0,52.0
7808,0.0,52.0
7809,-0.0,54.0
7810,0.0,57.0
7811,-0.0,57.0
7812,0.0,59.0
7813,0.0,59.0
7814,-0.0,75.0
7815,0.0,75.0
7816,-0.0,82.0
7817,-0.0,99.0
7818,0.0,101.0
7819,-0.0,102.0
7820,0.0,110.0
7821,-0.0,110.0
7822,0.0,134.0
7823,0.0,217.0
7824,0.0,250.0
7825,0.0,249.0
7826,117.0,2958.0
7827,139.0,3164.0
7828,144.0,3345.0
7829,147.0,3591.0
7830,150.0,3785.0
7831,159.0,3942.0
7832,149.0,4136.0
7833,146.0,4381.0
7834,172.0,4650.0
7835,156.0,4914.0
7836,175.0,5149.0
7837,170.0,5342.0
7838,152.0,5516.0
7839,199.0,5663.0
7840,176.0,5877.0
7841,193.0,6124.0
7842,181.0,6353.0
7843,216.0,6568.0
7844,203.0,6718.0
7845,208.0,6863.0
7846,218.0,7006.0
7847,198.0,7184.0
7848,259.0,7346.0
7849,260.0,7477.0
7850,264.0,7608.0
7851,267.0,7688.0
7852,242.0,7722.0
7853,342.0,7800.0
7854,338.0,7902.0
7855,279.0,7998.0
7856,285.0,8087.0
7857,280.0,8154.0
7858,286.0,8194.0
7859,278.0,8257.0
7860,312.0,8304.0
7861,299.0,8395.0
7862,317.0,8458.0
7863,298.0,8516.0
7864,290.0,8565.0
7865,277.0,8597.0
7866,277.0,8637.0
7867,281.0,8682.0
7868,288.0,8736.0
7869,117.0,2958.0
7870,139.0,3164.0
7871,144.0,3345.0
7872,147.0,3591.0
7873,150.0,3785.0
7874,159.0,3942.0
7875,149.0,4136.0
7876,146.0,4381.0
7877,172.0,4650.0
7878,156.0,4914.0
7879,175.0,5149.0
7880,170.0,5342.0
7881,152.0,5516.0
7882,199.0,5663.0
7883,176.0,5877.0
7884,193.0,6124.0
7885,181.0,6353.0
7886,216.0,6568.0
7887,203.0,6718.0
7888,208.0,6863.0
7889,218.0,7006.0
7890,198.0,7184.0
7891,259.0,7346.0
7892,260.0,7477.0
7893,264.0,7608.0
7894,267.0,7688.0
7895,242.0,7722.0
7896,342.0,7800.0
7897,338.0,7902.0
7898,279.0,7998.0
7899,285.0,8087.0
7900,280.0,8154.0
7901,286.0,8194.0
7902,278.0,8257.0
7903,312.0,8304.0
7904,299.0,8395.0
7905,317.0,8458.0
7906,298.0,8516.0
7907,290.0,8565.0
7908,277.0,8597.0
7909,277.0,8637.0
7910,281.0,8682.0
7911,288.0,8736.0
7912,117.0,2958.0
7913,139.0,3164.0
7914,144.0,3345.0
7915,147.0,3591.0
7916,150.0,3785.0
7917,159.0,3942.0
7918,149.0,4136.0
7919,146.0,4381.0
7920,172.0,4650.0
7921,156.0,4914.0
7922,175.0,5149.0
7923,170.0,5342.0
7924,152.0,5516.0
7925,199.0,5663.0
7926,176.0,5877.0
7927,193.0,6124.0
7928,181.0,6353.0
7929,216.0,6568.0
7930,203.0,6718.0
7931,208.0,6863.0
7932,218.0,7006.0
7933,198.0,7184.0
7934,259.0,7346.0
7935,260.0,7477.0
7936,264.0,7608.0
7937,267.0,7688.0
7938,242.0,7722.0
7939,342.0,7800.0
7940,338.0,7902.0
7941,279.0,7998.0
7942,285.0,8087.0
7943,280.0,8154.0
7944,286.0,8194.0
7945,278.0,8257.0
7946,312.0,8304.0
7947,299.0,8395.0
7948,317.0,8458.0
7949,298.0,8516.0
7950,290.0,8565.0
7951,277.0,8597.0
7952,277.0,8637.0
7953,281.0,8682.0
7954,288.0,8736.0
7955,117.0,2958.0
7956,139.0,3164.0
7957,144.0,3345.0
7958,147.0,3591.0
7959,150.0,3785.0
7960,159.0,3942.0
7961,149.0,4136.0
7962,146.0,4381.0
7963,172.0,4650.0
7964,156.0,4914.0
7965,175.0,5149.0
7966,170.0,5342.0
7967,152.0,5516.0
7968,199.0,5663.0
7969,176.0,5877.0
7970,193.0,6124.0
7971,181.0,6353.0
7972,216.0,6568.0
7973,203.0,6718.0
7974,208.0,6863.0
7975,218.0,7006.0
7976,198.0,7184.0
7977,259.0,7346.0
7978,260.0,7477.0
7979,264.0,7608.0
7980,267.0,7688.0
7981,242.0,7722.0
7982,342.0,7800.0
7983,338.0,7902.0
7984,279.0,7998.0
7985,285.0,8087.0
7986,280.0,8154.0
7987,286.0,8194.0
7988,278.0,8257.0
7989,312.0,8304.0
7990,299.0,8395.0
7991,317.0,8458.0
7992,298.0,8516.0
7993,290.0,8565.0
7994,277.0,8597.0
7995,277.0,8637.0
7996,281.0,8682.0
7997,288.0,8736.0
7998,117.0,2958.0
7999,139.0,3164.0
8000,144.0,3345.0
8001,147.0,3591.0
8002,150.0,3785.0
8003,159.0,3942.0
8004,149.0,4136.0
8005,146.0,4381.0
8006,172.0,4650.0
8007,156.0,4914.0
8008,175.0,5149.0
8009,170.0,5342.0
8010,152.0,5516.0
8011,199.0,5663.0
8012,176.0,5877.0
8013,193.0,6124.0
8014,181.0,6353.0
8015,216.0,6568.0
8016,203.0,6718.0
8017,208.0,6863.0
8018,218.0,7006.0
8019,198.0,7184.0
8020,259.0,7346.0
8021,260.0,7477.0
8022,264.0,7608.0
8023,267.0,7688.0
8024,242.0,7722.0
8025,342.0,7800.0
8026,338.0,7902.0
8027,279.0,7998.0
8028,285.0,8087.0
8029,280.0,8154.0
8030,286.0,8194.0
8031,278.0,8257.0
8032,312.0,8304.0
8033,299.0,8395.0
8034,317.0,8458.0
8035,298.0,8516.0
8036,290.0,8565.0
8037,277.0,8597.0
8038,277.0,8637.0
8039,281.0,8682.0
8040,288.0,8736.0
8041,1.0,797.0
8042,1.0,868.0
8043,1.0,950.0
8044,1.0,1039.0
8045,1.0,1106.0
8046,1.0,1160.0
8047,1.0,1210.0
8048,1.0,1239.0
8049,2.0,1283.0
8050,4.0,1312.0
8051,4.0,1330.0
8052,5.0,1349.0
8053,9.0,1366.0
8054,9.0,1386.0
8055,9.0,1401.0
8056,11.0,1409.0
8057,11.0,1422.0
8058,12.0,1431.0
8059,12.0,1440.0
